method,path,protocol,status,size,referrer,user_agent,malicious
1,89,1,200,0.0004493013731926668,1,418,0
0,89,1,200,0.02422790136975539,1,474,0
1,89,1,200,0.0004493013731926668,1,474,0
0,89,1,200,0.02422790136975539,1,504,0
1,89,1,200,0.0004493013731926668,1,504,0
0,89,1,200,0.02422790136975539,1,531,0
1,89,1,200,0.0004493013731926668,1,531,0
0,89,1,200,0.02422790136975539,1,161,0
1,89,1,200,0.0004493013731926668,1,161,0
0,89,1,200,0.02422790136975539,1,80,0
1,89,1,200,0.0004493013731926668,1,80,0
0,89,1,200,0.02422790136975539,1,107,0
1,89,1,200,0.0004493013731926668,1,107,0
0,89,1,200,0.02422790136975539,1,419,0
1,89,1,200,0.0004493013731926668,1,419,0
0,89,1,200,0.02422790136975539,1,455,0
1,89,1,303,0.0,1,455,0
0,89,1,200,0.02422790136975539,1,506,0
1,89,1,200,0.0004493013731926668,1,506,0
0,89,1,200,0.02422790136975539,1,177,0
1,89,1,200,0.0004493013731926668,1,177,0
0,89,1,200,0.02422790136975539,1,449,0
1,89,1,200,0.0004493013731926668,1,449,0
0,89,1,200,0.02422790136975539,1,444,0
1,89,1,200,0.0004493013731926668,1,444,0
0,89,1,200,0.02422790136975539,1,122,0
1,89,1,200,0.0004493013731926668,1,122,0
0,89,1,200,0.02422790136975539,1,143,0
1,89,1,200,0.0004493013731926668,1,143,0
0,89,1,200,0.02422790136975539,1,141,0
1,89,1,200,0.0004493013731926668,1,141,0
0,89,1,200,0.02422790136975539,1,265,0
1,89,1,200,0.0004493013731926668,1,265,0
0,89,1,200,0.02422790136975539,1,52,0
1,89,1,200,0.0004493013731926668,1,52,0
0,89,1,200,0.02422790136975539,1,300,0
1,89,1,200,0.0004493013731926668,1,300,0
0,89,1,200,0.02422790136975539,1,234,0
1,89,1,200,0.0004493013731926668,1,234,0
0,89,1,200,0.02422790136975539,1,371,0
1,89,1,200,0.0004493013731926668,1,371,0
0,89,1,200,0.02422790136975539,1,260,0
1,89,1,200,0.0004493013731926668,1,260,0
0,89,1,200,0.02422790136975539,1,190,0
1,89,1,200,0.0004493013731926668,1,190,0
0,89,1,200,0.02422790136975539,1,349,0
0,89,1,200,0.02422790136975539,1,416,0
1,89,1,200,0.0004493013731926668,1,416,0
0,27,1,200,0.3888543797063091,22,19,0
0,48,1,404,0.0005205021372505211,17,19,1
1,89,1,200,0.0004493013731926668,1,349,0
0,89,1,200,0.02422790136975539,1,426,0
1,89,1,303,0.0,1,426,0
0,26,1,200,0.0026589802577467654,1,35,0
0,89,1,200,0.02422790136975539,1,379,0
1,89,1,303,0.0,1,379,0
0,89,1,200,0.02422790136975539,1,137,0
1,89,1,200,0.0004493013731926668,1,137,0
0,89,1,200,0.02422790136975539,1,500,0
1,89,1,200,0.0004493013731926668,1,500,0
0,89,1,200,0.02422790136975539,1,391,0
1,89,1,200,0.0004493013731926668,1,391,0
0,89,1,200,0.02422790136975539,1,82,0
1,89,1,200,0.0004493013731926668,1,82,0
0,89,1,200,0.02422790136975539,1,229,0
1,89,1,200,0.0004493013731926668,1,229,0
0,89,1,200,0.02422790136975539,1,249,0
1,89,1,200,0.0004493013731926668,1,249,0
0,89,1,200,0.02422790136975539,1,409,0
1,89,1,200,0.0004493013731926668,1,409,0
0,89,1,200,0.02422790136975539,1,167,0
1,89,1,200,0.0004493013731926668,1,167,0
0,89,1,200,0.02422790136975539,1,162,0
1,89,1,200,0.0004493013731926668,1,162,0
0,27,1,200,0.4048205372465927,1,19,0
0,89,1,200,0.02422790136975539,1,431,0
1,89,1,200,0.0004493013731926668,1,431,0
0,89,1,200,0.02422790136975539,1,247,0
1,89,1,200,0.0004493013731926668,1,247,0
0,27,1,200,0.4077495893680072,1,19,0
0,27,1,200,0.4082823674990608,1,19,0
0,27,1,200,0.03807276718086712,1,2,0
0,27,1,200,0.40881514563011445,1,2,0
0,89,1,200,0.02422790136975539,1,250,0
1,89,1,200,0.0004493013731926668,1,250,0
0,3,1,404,0.0005131365409686741,13,30,1
0,89,1,200,0.02422790136975539,1,310,0
1,89,1,200,0.0004493013731926668,1,310,0
0,89,1,200,0.02422790136975539,1,394,0
1,89,1,200,0.0004493013731926668,1,394,0
0,89,1,200,0.02422790136975539,1,502,0
1,89,1,303,0.0,1,502,0
0,89,1,200,0.02422790136975539,1,180,0
1,89,1,200,0.0004493013731926668,1,180,0
0,89,1,200,0.02422790136975539,1,422,0
1,89,1,200,0.0004493013731926668,1,422,0
0,89,1,200,0.02422790136975539,1,347,0
1,89,1,200,0.0004493013731926668,1,347,0
0,89,1,200,0.02422790136975539,1,399,0
1,89,1,200,0.0004493013731926668,1,399,0
0,27,1,200,0.4197506009098966,24,19,0
0,26,1,200,0.0026589802577467654,1,19,0
0,50,1,404,0.0005303229322929838,16,19,1
0,49,1,404,0.0005278677335323681,16,19,1
0,51,1,404,0.0005278677335323681,16,19,1
0,0,1,200,0.02571575181868848,16,19,0
0,89,1,200,0.02422790136975539,1,101,0
0,105,1,200,0.004222941868258945,15,19,0
0,101,1,200,0.004807279173285473,15,19,0
0,114,1,404,0.0005745165099840657,15,19,1
0,118,1,200,0.02454953240739604,15,19,0
0,115,1,200,0.0044095369740657355,15,19,0
0,116,1,200,0.003564948600413946,15,19,0
0,117,1,200,0.008494987711730202,15,19,0
0,103,1,200,0.18273798855386336,15,19,0
0,122,1,200,0.011993645945607525,15,19,0
0,107,1,200,0.08216813692152448,15,19,0
0,114,1,404,0.0005745165099840657,15,19,1
0,82,1,200,0.2164405019408346,15,19,0
0,83,1,200,0.15446391962661338,15,19,0
0,84,1,200,0.21550998161056126,15,19,0
0,87,1,200,0.16933996891718367,15,19,0
0,106,1,200,0.012305456188205714,20,19,0
0,85,1,200,0.19796758646596235,15,19,0
0,86,1,200,0.19099236678705322,15,19,0
0,119,1,200,0.0001571327206794026,21,19,0
0,77,1,200,0.1601280631673537,15,19,0
0,73,1,200,0.05274994537182757,15,19,0
0,121,1,200,0.00019150550332802188,21,19,0
0,78,1,200,0.09741737642370837,15,19,0
0,52,1,200,0.8101075622577025,21,19,0
0,120,1,200,0.0008936923488641023,15,19,0
0,74,1,200,0.10629783034085524,15,19,0
0,79,1,200,0.10700001718639132,15,19,0
0,76,1,200,0.13576758106452508,15,19,0
0,88,1,200,0.23289033363695957,15,19,0
0,75,1,200,0.14076636574113857,15,19,0
1,89,1,200,0.0004493013731926668,1,101,0
0,27,1,200,0.44425593973960154,16,19,0
0,89,1,200,0.02422790136975539,1,203,0
1,89,1,200,0.0004493013731926668,1,203,0
0,89,1,200,0.02422790136975539,1,335,0
1,89,1,200,0.0004493013731926668,1,335,0
0,89,1,200,0.02422790136975539,1,384,0
1,89,1,303,0.0,1,384,0
0,89,1,200,0.02422790136975539,1,172,0
1,89,1,200,0.0004493013731926668,1,172,0
0,89,1,200,0.02422790136975539,1,325,0
1,89,1,200,0.0004493013731926668,1,325,0
0,0,0,200,0.025683834234800477,14,11,0
0,93,1,404,0.0034176366747770063,14,11,1
0,89,1,200,0.02422790136975539,1,329,0
1,89,1,200,0.0004493013731926668,1,329,0
0,89,1,200,0.02422790136975539,1,189,0
1,89,1,200,0.0004493013731926668,1,189,0
0,89,1,200,0.02422790136975539,1,390,0
1,89,1,200,0.0004493013731926668,1,390,0
0,89,1,200,0.02422790136975539,1,76,0
1,89,1,200,0.0004493013731926668,1,76,0
0,89,1,200,0.02422790136975539,1,277,0
1,89,1,200,0.0004493013731926668,1,277,0
0,89,1,200,0.02422790136975539,1,462,0
1,89,1,200,0.0004493013731926668,1,462,0
0,89,1,200,0.02422790136975539,1,414,0
1,89,1,200,0.0004493013731926668,1,414,0
0,89,1,200,0.02422790136975539,1,248,0
1,89,1,200,0.0004493013731926668,1,248,0
0,89,1,200,0.02422790136975539,1,42,0
1,89,1,303,0.0,1,42,0
0,0,0,200,0.025683834234800477,14,10,0
0,93,1,404,0.0034176366747770063,14,10,1
0,89,1,200,0.02422790136975539,1,442,0
1,89,1,200,0.0004493013731926668,1,442,0
0,89,1,200,0.02422790136975539,1,220,0
1,89,1,200,0.0004493013731926668,1,220,0
0,89,1,200,0.02422790136975539,1,298,0
1,89,1,200,0.0004493013731926668,1,298,0
0,89,1,200,0.02422790136975539,1,75,0
1,89,1,200,0.0004493013731926668,1,75,0
0,89,1,200,0.02422790136975539,1,460,0
1,89,1,303,0.0,1,460,0
0,89,1,200,0.02422790136975539,1,96,0
0,89,1,200,0.02422790136975539,1,392,0
1,89,1,200,0.0004493013731926668,1,392,0
0,89,1,200,0.02422790136975539,1,74,0
1,89,1,200,0.0004493013731926668,1,74,0
0,89,1,200,0.02422790136975539,1,223,0
1,89,1,200,0.0004493013731926668,1,223,0
0,89,1,200,0.02422790136975539,1,306,0
1,89,1,200,0.0004493013731926668,1,306,0
0,89,1,200,0.02422790136975539,1,373,0
1,89,1,200,0.0004493013731926668,1,373,0
0,89,1,200,0.02422790136975539,1,184,0
1,89,1,200,0.0004493013731926668,1,184,0
0,89,1,200,0.02422790136975539,1,49,0
1,89,1,303,0.0,1,49,0
0,89,1,200,0.02422790136975539,1,69,0
1,89,1,200,0.0004493013731926668,1,69,0
0,89,1,200,0.02422790136975539,1,451,0
1,89,1,303,0.0,1,451,0
0,89,1,200,0.02422790136975539,1,124,0
1,89,1,200,0.0004493013731926668,1,124,0
0,89,1,200,0.02422790136975539,1,144,0
1,89,1,200,0.0004493013731926668,1,144,0
0,89,1,200,0.02422790136975539,1,53,0
1,89,1,200,0.0004493013731926668,1,53,0
0,89,1,200,0.02422790136975539,1,444,0
1,89,1,200,0.0004493013731926668,1,444,0
0,89,1,200,0.02422790136975539,1,61,0
1,89,1,200,0.0004493013731926668,1,61,0
0,89,1,200,0.02422790136975539,1,297,0
1,89,1,200,0.0004493013731926668,1,297,0
0,89,1,200,0.02422790136975539,1,229,0
1,89,1,200,0.0004493013731926668,1,229,0
0,89,1,200,0.02422790136975539,1,94,0
1,89,1,200,0.0004493013731926668,1,94,0
0,89,1,200,0.02422790136975539,1,460,0
1,89,1,303,0.0,1,460,0
0,0,1,200,0.025617543868263853,1,21,0
0,0,1,200,0.025617543868263853,1,21,0
0,127,1,404,0.0005597853174203717,1,21,1
0,132,1,404,0.0005180469384899055,1,21,1
0,0,1,200,0.025617543868263853,1,21,0
0,30,1,404,0.00057206131122345,1,21,1
0,124,1,404,0.0005696061124628344,1,21,1
0,126,1,404,0.0005843373050265284,1,21,1
0,125,1,404,0.0005794269075052971,1,21,1
0,129,1,404,0.0005671509137022187,1,21,1
0,108,1,404,0.00057206131122345,1,21,1
0,1,1,404,0.00057206131122345,1,21,1
0,2,1,404,0.00057206131122345,1,21,1
0,110,1,404,0.00057206131122345,1,21,1
0,130,1,404,0.0005696061124628344,1,21,1
0,123,1,404,0.00057206131122345,1,21,1
0,104,1,404,0.0005745165099840657,1,21,1
0,131,1,404,0.0005696061124628344,1,21,1
0,111,1,404,0.00057206131122345,1,21,1
0,31,1,404,0.0005696061124628344,1,21,1
0,113,1,404,0.00057206131122345,1,21,1
0,89,1,200,0.02422790136975539,1,254,0
1,89,1,200,0.0004493013731926668,1,254,0
0,89,1,200,0.02422790136975539,1,111,0
1,89,1,200,0.0004493013731926668,1,111,0
0,89,1,200,0.02422790136975539,1,314,0
1,89,1,200,0.0004493013731926668,1,314,0
0,29,1,200,0.014146855258667464,23,26,0
0,48,1,404,0.0005205021372505211,19,26,1
0,89,1,200,0.02422790136975539,1,503,0
1,89,1,303,0.0,1,503,0
0,89,1,200,0.02422790136975539,1,530,0
1,89,1,200,0.0004493013731926668,1,530,0
0,89,1,200,0.02422790136975539,1,351,0
1,89,1,200,0.0004493013731926668,1,351,0
0,89,1,200,0.02422790136975539,1,104,0
1,89,1,200,0.0004493013731926668,1,104,0
0,89,1,200,0.02422790136975539,1,248,0
1,89,1,200,0.0004493013731926668,1,248,0
0,89,1,200,0.02422790136975539,1,331,0
1,89,1,200,0.0004493013731926668,1,331,0
0,89,1,200,0.02422790136975539,1,486,0
1,89,1,303,0.0,1,486,0
0,89,1,200,0.02422790136975539,1,336,0
1,89,1,200,0.0004493013731926668,1,336,0
0,89,1,200,0.02422790136975539,1,103,0
1,89,1,200,0.0004493013731926668,1,103,0
0,89,1,200,0.02422790136975539,1,200,0
1,89,1,200,0.0004493013731926668,1,200,0
0,89,1,200,0.02422790136975539,1,499,0
1,89,1,200,0.0004493013731926668,1,499,0
0,89,1,200,0.02422790136975539,1,441,0
1,89,1,200,0.0004493013731926668,1,441,0
0,89,1,200,0.02422790136975539,1,315,0
1,89,1,200,0.0004493013731926668,1,315,0
0,89,1,200,0.02422790136975539,1,457,0
1,89,1,303,0.0,1,457,0
0,89,1,200,0.02422790136975539,1,194,0
1,89,1,200,0.0004493013731926668,1,194,0
0,89,1,200,0.02422790136975539,1,257,0
1,89,1,200,0.0004493013731926668,1,257,0
0,89,1,200,0.02422790136975539,1,312,0
1,89,1,200,0.0004493013731926668,1,312,0
0,89,1,200,0.02422790136975539,1,411,0
1,89,1,200,0.0004493013731926668,1,411,0
0,89,1,200,0.02422790136975539,1,359,0
1,89,1,200,0.0004493013731926668,1,359,0
0,89,1,200,0.02422790136975539,1,88,0
1,89,1,200,0.0004493013731926668,1,88,0
0,89,1,200,0.02422790136975539,1,469,0
1,89,1,200,0.0004493013731926668,1,469,0
0,89,1,200,0.02422790136975539,1,119,0
1,89,1,200,0.0004493013731926668,1,119,0
0,89,1,200,0.02422790136975539,1,489,0
1,89,1,200,0.0004493013731926668,1,489,0
0,89,1,200,0.02422790136975539,1,455,0
1,89,1,303,0.0,1,455,0
0,89,1,200,0.02422790136975539,1,246,0
1,89,1,200,0.0004493013731926668,1,246,0
0,89,1,200,0.02422790136975539,1,64,0
1,89,1,200,0.0004493013731926668,1,64,0
0,89,1,200,0.02422790136975539,1,490,0
1,89,1,200,0.0004493013731926668,1,490,0
0,89,1,200,0.02422790136975539,1,368,0
1,89,1,200,0.0004493013731926668,1,368,0
0,89,1,200,0.02422790136975539,1,453,0
0,89,1,200,0.02422790136975539,1,328,0
1,89,1,303,0.0,1,453,0
0,89,1,200,0.02422790136975539,1,67,0
1,89,1,200,0.0004493013731926668,1,67,0
0,89,1,200,0.02422790136975539,1,343,0
1,89,1,200,0.0004493013731926668,1,343,0
0,89,1,200,0.02422790136975539,1,108,0
1,89,1,200,0.0004493013731926668,1,108,0
0,89,1,200,0.02422790136975539,1,193,0
1,89,1,200,0.0004493013731926668,1,193,0
0,89,1,200,0.02422790136975539,1,471,0
1,89,1,303,0.0,1,471,0
0,89,1,200,0.02422790136975539,1,299,0
1,89,1,200,0.0004493013731926668,1,299,0
0,89,1,200,0.02422790136975539,1,445,0
1,89,1,200,0.0004493013731926668,1,445,0
0,99,1,404,0.0005917029013083754,13,30,1
0,89,1,200,0.02422790136975539,1,397,0
1,89,1,200,0.0004493013731926668,1,397,0
0,89,1,200,0.02422790136975539,1,425,0
1,89,1,200,0.0004493013731926668,1,425,0
0,89,1,200,0.02422790136975539,1,212,0
1,89,1,200,0.0004493013731926668,1,212,0
0,89,1,200,0.02422790136975539,1,332,0
1,89,1,200,0.0004493013731926668,1,332,0
0,89,1,200,0.02422790136975539,1,220,0
1,89,1,200,0.0004493013731926668,1,220,0
0,89,1,200,0.02422790136975539,1,432,0
1,89,1,200,0.0004493013731926668,1,432,0
0,89,1,200,0.02422790136975539,1,276,0
1,89,1,200,0.0004493013731926668,1,276,0
0,89,1,200,0.02422790136975539,1,126,0
1,89,1,200,0.0004493013731926668,1,126,0
0,89,1,200,0.02422790136975539,1,214,0
1,89,1,200,0.0004493013731926668,1,214,0
0,89,1,200,0.02422790136975539,1,423,0
1,89,1,200,0.0004493013731926668,1,423,0
0,89,1,200,0.02422790136975539,1,239,0
1,89,1,200,0.0004493013731926668,1,239,0
0,89,1,200,0.02422790136975539,1,137,0
1,89,1,200,0.0004493013731926668,1,137,0
0,89,1,200,0.02422790136975539,1,518,0
1,89,1,200,0.0004493013731926668,1,518,0
0,89,1,200,0.02422790136975539,1,446,0
1,89,1,200,0.0004493013731926668,1,446,0
0,89,1,200,0.02422790136975539,1,143,0
1,89,1,200,0.0004493013731926668,1,143,0
0,89,1,200,0.02422790136975539,1,55,0
1,89,1,200,0.0004493013731926668,1,55,0
0,89,1,200,0.02422790136975539,1,275,0
1,89,1,200,0.0004493013731926668,1,275,0
0,89,1,200,0.02422790136975539,1,258,0
1,89,1,200,0.0004493013731926668,1,258,0
0,89,1,200,0.02422790136975539,1,286,0
1,89,1,200,0.0004493013731926668,1,286,0
0,89,1,200,0.02422790136975539,1,497,0
1,89,1,200,0.0004493013731926668,1,497,0
0,89,1,200,0.02422790136975539,1,516,0
1,89,1,303,0.0,1,516,0
0,89,1,200,0.02422790136975539,1,46,0
0,89,1,200,0.02422790136975539,1,454,0
1,89,1,303,0.0,1,454,0
1,89,1,303,0.0,1,46,0
0,89,1,200,0.02422790136975539,1,102,0
1,89,1,200,0.0004493013731926668,1,102,0
0,89,1,200,0.02422790136975539,1,417,0
1,89,1,303,0.0,1,417,0
0,89,1,200,0.02422790136975539,1,456,0
1,89,1,303,0.0,1,456,0
0,89,1,200,0.02422790136975539,1,408,0
1,89,1,200,0.0004493013731926668,1,408,0
0,89,1,200,0.02422790136975539,1,528,0
0,89,1,200,0.02422790136975539,1,163,0
1,89,1,200,0.0004493013731926668,1,163,0
0,89,1,200,0.02422790136975539,1,521,0
1,89,1,200,0.0004493013731926668,1,521,0
0,89,1,200,0.02422790136975539,1,498,0
1,89,1,200,0.0004493013731926668,1,498,0
0,89,1,200,0.02422790136975539,1,450,0
1,89,1,200,0.0004493013731926668,1,450,0
0,89,1,200,0.02422790136975539,1,114,0
1,89,1,200,0.0004493013731926668,1,114,0
0,89,1,200,0.02422790136975539,1,398,0
1,89,1,200,0.0004493013731926668,1,398,0
0,89,1,200,0.02422790136975539,1,94,0
1,89,1,200,0.0004493013731926668,1,94,0
0,89,1,200,0.02422790136975539,1,353,0
1,89,1,200,0.0004493013731926668,1,353,0
0,89,1,200,0.02422790136975539,1,147,0
1,89,1,200,0.0004493013731926668,1,147,0
0,89,1,200,0.02422790136975539,1,538,0
1,89,1,200,0.0004493013731926668,1,538,0
0,89,1,200,0.02422790136975539,1,378,0
1,89,1,303,0.0,1,378,0
0,89,1,200,0.02422790136975539,1,109,0
1,89,1,200,0.0004493013731926668,1,109,0
0,89,1,200,0.02422790136975539,1,427,0
1,89,1,303,0.0,1,427,0
0,89,1,200,0.02422790136975539,1,429,0
1,89,1,303,0.0,1,429,0
0,89,1,200,0.02422790136975539,1,155,0
1,89,1,200,0.0004493013731926668,1,155,0
0,0,1,200,0.025617543868263853,1,548,0
0,89,1,200,0.02422790136975539,1,132,0
1,89,1,200,0.0004493013731926668,1,132,0
0,96,1,200,0.08015732913658025,1,35,0
0,89,1,200,0.02422790136975539,1,401,0
1,89,1,200,0.0004493013731926668,1,401,0
0,89,1,200,0.02422790136975539,1,142,0
1,89,1,200,0.0004493013731926668,1,142,0
0,89,1,200,0.02422790136975539,1,118,0
1,89,1,200,0.0004493013731926668,1,118,0
0,89,1,200,0.02422790136975539,1,364,0
1,89,1,200,0.0004493013731926668,1,364,0
0,89,1,200,0.02422790136975539,1,345,0
1,89,1,200,0.0004493013731926668,1,345,0
0,89,1,200,0.02422790136975539,1,136,0
1,89,1,200,0.0004493013731926668,1,136,0
0,89,1,200,0.02422790136975539,1,465,0
1,89,1,303,0.0,1,465,0
0,89,1,200,0.02422790136975539,1,265,0
1,89,1,200,0.0004493013731926668,1,265,0
0,89,1,200,0.02422790136975539,1,253,0
1,89,1,200,0.0004493013731926668,1,253,0
0,89,1,200,0.02422790136975539,1,251,0
1,89,1,200,0.0004493013731926668,1,251,0
0,89,1,200,0.02422790136975539,1,96,0
1,89,1,200,0.0004493013731926668,1,96,0
0,89,1,200,0.02422790136975539,1,545,0
1,89,1,200,0.0004493013731926668,1,545,0
0,89,1,200,0.02422790136975539,1,49,0
0,89,1,200,0.02422790136975539,1,309,0
1,89,1,200,0.0004493013731926668,1,309,0
1,89,1,303,0.0,1,49,0
0,89,1,200,0.02422790136975539,1,443,0
1,89,1,200,0.0004493013731926668,1,443,0
0,89,1,200,0.02422790136975539,1,53,0
1,89,1,200,0.0004493013731926668,1,53,0
0,89,1,200,0.02422790136975539,1,97,0
1,89,1,200,0.0004493013731926668,1,97,0
1,112,1,404,0.000557330118659756,1,27,1
0,89,1,200,0.02422790136975539,1,285,0
1,89,1,200,0.0004493013731926668,1,285,0
0,89,1,200,0.02422790136975539,1,311,0
1,89,1,200,0.0004493013731926668,1,311,0
0,89,1,200,0.02422790136975539,1,510,0
1,89,1,200,0.0004493013731926668,1,510,0
0,89,1,200,0.02422790136975539,1,222,0
1,89,1,200,0.0004493013731926668,1,222,0
0,89,1,200,0.02422790136975539,1,240,0
1,89,1,200,0.0004493013731926668,1,240,0
0,89,1,200,0.02422790136975539,1,383,0
1,89,1,303,0.0,1,383,0
0,89,1,200,0.02422790136975539,1,264,0
1,89,1,200,0.0004493013731926668,1,264,0
0,89,1,200,0.02422790136975539,1,248,0
1,89,1,200,0.0004493013731926668,1,248,0
0,89,1,200,0.02422790136975539,1,471,0
1,89,1,303,0.0,1,471,0
0,89,1,200,0.02422790136975539,1,369,0
1,89,1,200,0.0004493013731926668,1,369,0
0,89,1,200,0.02422790136975539,1,60,0
1,89,1,200,0.0004493013731926668,1,60,0
0,89,1,200,0.02422790136975539,1,133,0
1,89,1,200,0.0004493013731926668,1,133,0
0,89,1,200,0.02422790136975539,1,404,0
1,89,1,200,0.0004493013731926668,1,404,0
0,89,1,200,0.02422790136975539,1,493,0
1,89,1,303,0.0,1,493,0
0,89,1,200,0.02422790136975539,1,168,0
1,89,1,200,0.0004493013731926668,1,168,0
0,89,1,200,0.02422790136975539,1,46,0
1,89,1,303,0.0,1,46,0
0,89,1,200,0.02422790136975539,1,213,0
1,89,1,200,0.0004493013731926668,1,213,0
0,89,1,200,0.02422790136975539,1,108,0
1,89,1,200,0.0004493013731926668,1,108,0
0,89,1,200,0.02422790136975539,1,90,0
1,89,1,200,0.0004493013731926668,1,90,0
0,89,1,200,0.02422790136975539,1,475,0
1,89,1,200,0.0004493013731926668,1,475,0
0,89,1,200,0.02422790136975539,1,104,0
1,89,1,200,0.0004493013731926668,1,104,0
0,89,1,200,0.02422790136975539,1,398,0
1,89,1,200,0.0004493013731926668,1,398,0
0,89,1,200,0.02422790136975539,1,487,0
1,89,1,303,0.0,1,487,0
0,89,1,200,0.02422790136975539,1,512,0
1,89,1,303,0.0,1,512,0
0,89,1,200,0.02422790136975539,1,65,0
1,89,1,200,0.0004493013731926668,1,65,0
0,89,1,200,0.02422790136975539,1,259,0
1,89,1,200,0.0004493013731926668,1,259,0
0,89,1,200,0.02422790136975539,1,323,0
1,89,1,200,0.0004493013731926668,1,323,0
0,89,1,200,0.02422790136975539,1,314,0
1,89,1,200,0.0004493013731926668,1,314,0
0,89,1,200,0.02422790136975539,1,139,0
1,89,1,200,0.0004493013731926668,1,139,0
0,89,1,200,0.02422790136975539,1,532,0
1,89,1,200,0.0004493013731926668,1,532,0
0,0,0,200,0.025683834234800477,14,17,0
0,89,1,200,0.02422790136975539,1,252,0
1,89,1,200,0.0004493013731926668,1,252,0
0,27,0,200,0.6665250835381378,15,20,0
0,89,1,200,0.02422790136975539,1,85,0
1,89,1,200,0.0004493013731926668,1,85,0
0,89,1,200,0.02422790136975539,1,173,0
1,89,1,200,0.0004493013731926668,1,173,0
0,27,1,200,0.6697315731195018,1,34,0
0,48,1,404,0.0005205021372505211,17,34,1
0,89,1,200,0.02422790136975539,1,183,0
1,89,1,200,0.0004493013731926668,1,183,0
0,27,1,200,0.671909334420168,1,547,0
0,0,0,200,0.025683834234800477,14,8,0
0,93,1,404,0.0034176366747770063,14,8,1
0,89,1,200,0.02422790136975539,1,476,0
1,89,1,303,0.0,1,476,0
0,89,1,200,0.02422790136975539,1,464,0
1,89,1,303,0.0,1,464,0
0,89,1,200,0.02422790136975539,1,326,0
1,89,1,200,0.0004493013731926668,1,326,0
0,89,1,200,0.02422790136975539,1,102,0
1,89,1,200,0.0004493013731926668,1,102,0
0,89,1,200,0.02422790136975539,1,43,0
1,89,1,303,0.0,1,43,0
0,89,1,200,0.02422790136975539,1,226,0
1,89,1,200,0.0004493013731926668,1,226,0
0,89,1,200,0.02422790136975539,1,428,0
1,89,1,303,0.0,1,428,0
0,89,1,200,0.02422790136975539,1,337,0
0,89,1,200,0.02422790136975539,1,340,0
1,89,1,200,0.0004493013731926668,1,340,0
0,89,1,200,0.02422790136975539,1,244,0
1,89,1,200,0.0004493013731926668,1,244,0
0,89,1,200,0.02422790136975539,1,477,0
1,89,1,303,0.0,1,477,0
0,89,1,200,0.02422790136975539,1,191,0
1,89,1,200,0.0004493013731926668,1,191,0
0,89,1,200,0.02422790136975539,1,293,0
1,89,1,200,0.0004493013731926668,1,293,0
0,89,1,200,0.02422790136975539,1,135,0
1,89,1,200,0.0004493013731926668,1,135,0
0,89,1,200,0.02422790136975539,1,478,0
1,89,1,200,0.0004493013731926668,1,478,0
0,89,1,200,0.02422790136975539,1,318,0
1,89,1,200,0.0004493013731926668,1,318,0
0,89,1,200,0.02422790136975539,1,70,0
